shipment_id,order_id,carrier,shipping_cost,ship_date,delivery_date
4664,49276,UPS,8,2023-04-21,2023-04-26
4665,18087,UPS,21,2023-01-24,2023-01-29
4666,43040,UPS,6,2023-02-12,2023-02-19
4667,35016,BlueDart,18,2023-05-26,2023-05-30
4668,31841,FedEx,26,2023-02-20,2023-02-24
4669,36554,BlueDart,37,2023-12-10,2023-12-12
4670,16086,FedEx,13,2023-05-10,2023-05-16
4671,42761,FedEx,8,2023-02-11,2023-02-19
4672,25666,BlueDart,32,2023-06-08,2023-06-10
4673,12728,BlueDart,27,2023-12-08,2023-12-14
4674,4881,UPS,14,2023-06-01,2023-06-07
4675,33676,DHL,30,2023-10-30,2023-11-09
4676,21478,BlueDart,23,2023-04-02,2023-04-05
4677,27886,UPS,16,2023-07-05,2023-07-15
4678,887,UPS,31,2023-08-01,2023-08-06
4679,37789,DHL,20,2023-09-04,2023-09-07
4680,21852,FedEx,36,2023-01-06,2023-01-13
4681,37096,FedEx,10,2023-11-07,2023-11-17
4682,24720,FedEx,26,2023-12-20,2023-12-24
4683,34603,FedEx,5,2023-08-11,2023-08-20
4684,30970,UPS,26,2023-07-26,2023-07-29
4685,8940,FedEx,26,2023-06-09,2023-06-15
4686,24644,DHL,6,2023-01-18,2023-01-22
4687,21045,UPS,19,2023-07-20,2023-07-28
4688,28543,FedEx,13,2023-12-31,2024-01-09
4689,8627,FedEx,12,2023-05-12,2023-05-18
4690,44347,BlueDart,8,2023-11-23,2023-12-02
4691,43263,BlueDart,36,2023-10-22,2023-10-25
4692,43890,FedEx,15,2023-07-17,2023-07-21
4693,7879,DHL,48,2023-08-31,2023-09-05
4694,5541,FedEx,27,2023-11-10,2023-11-14
4695,27327,BlueDart,44,2023-04-29,2023-05-06
4696,15724,UPS,46,2023-03-17,2023-03-24
4697,20146,FedEx,11,2023-01-17,2023-01-26
4698,39565,DHL,40,2023-09-16,2023-09-23
4699,21907,DHL,27,2023-11-13,2023-11-15
4700,7084,DHL,43,2023-10-30,2023-11-07
4701,47408,BlueDart,46,2023-02-16,2023-02-19
4702,42368,UPS,23,2023-05-20,2023-05-28
4703,13475,BlueDart,39,2023-03-06,2023-03-10
4704,15751,BlueDart,19,2023-05-06,2023-05-13
4705,11184,FedEx,31,2023-04-19,2023-04-25
4706,38699,UPS,23,2023-10-25,2023-10-30
4707,14684,FedEx,8,2023-05-11,2023-05-18
4708,48233,BlueDart,42,2023-07-20,2023-07-29
4709,33024,BlueDart,35,2024-01-01,2024-01-11
4710,38371,UPS,16,2023-01-15,2023-01-22
4711,49318,BlueDart,25,2023-12-24,2023-12-28
4712,6671,FedEx,6,2023-03-27,2023-04-01
4713,11202,BlueDart,47,2023-04-07,2023-04-13
4714,39722,UPS,35,2023-11-12,2023-11-18
4715,16493,DHL,37,2023-07-16,2023-07-25
4716,10437,FedEx,40,2023-03-14,2023-03-19
4717,28990,BlueDart,38,2023-03-06,2023-03-09
4718,22677,DHL,21,2023-12-12,2023-12-17
4719,5396,BlueDart,39,2023-05-29,2023-06-07
4720,10760,UPS,50,2023-03-04,2023-03-11
4721,45265,UPS,5,2023-06-30,2023-07-07
4722,46467,DHL,44,2023-10-12,2023-10-15
4723,4125,DHL,33,2023-10-02,2023-10-07
4724,21426,UPS,7,2023-03-17,2023-03-22
4725,18862,FedEx,12,2023-10-07,2023-10-11
4726,1194,UPS,33,2023-02-05,2023-02-08
4727,47920,UPS,46,2023-03-01,2023-03-07
4728,7084,UPS,27,2023-05-12,2023-05-21
4729,27056,DHL,20,2023-05-12,2023-05-14
4730,15175,DHL,34,2023-02-11,2023-02-15
4731,22267,BlueDart,29,2023-05-31,2023-06-09
4732,3842,UPS,23,2023-03-31,2023-04-02
4733,26152,UPS,50,2023-06-08,2023-06-17
4734,35766,UPS,32,2023-10-28,2023-11-03
4735,4037,BlueDart,17,2023-03-05,2023-03-11
4736,41511,FedEx,45,2023-10-02,2023-10-04
4737,47691,BlueDart,5,2023-08-06,2023-08-13
4738,46438,FedEx,49,2023-05-20,2023-05-23
4739,15875,BlueDart,13,2023-08-31,2023-09-08
4740,38845,UPS,18,2023-07-28,2023-07-30
4741,2519,BlueDart,50,2023-02-05,2023-02-14
4742,42353,FedEx,12,2023-09-17,2023-09-21
4743,11996,DHL,30,2023-08-29,2023-09-04
4744,14162,FedEx,30,2023-07-06,2023-07-12
4745,2480,DHL,27,2023-08-11,2023-08-20
4746,34350,BlueDart,23,2023-08-04,2023-08-12
4747,12725,DHL,45,2023-01-08,2023-01-12
4748,48304,UPS,10,2023-10-30,2023-11-04
4749,13930,UPS,39,2023-06-01,2023-06-09
4750,21406,FedEx,42,2023-05-03,2023-05-06
4751,34841,UPS,16,2023-05-13,2023-05-15
4752,10578,BlueDart,19,2023-01-28,2023-02-04
4753,9049,UPS,41,2023-05-10,2023-05-12
4754,34479,FedEx,33,2023-05-08,2023-05-12
4755,33205,UPS,42,2023-01-21,2023-01-27
4756,12658,UPS,18,2023-11-02,2023-11-10
4757,14063,BlueDart,43,2023-03-31,2023-04-02
4758,35552,FedEx,17,2023-12-07,2023-12-17
4759,40407,DHL,28,2023-07-16,2023-07-23
4760,16976,UPS,10,2023-05-26,2023-05-28
4761,7478,FedEx,7,2023-05-01,2023-05-08
4762,37297,UPS,18,2023-12-15,2023-12-23
4763,4273,BlueDart,32,2023-07-30,2023-08-03
4764,18666,DHL,37,2023-08-27,2023-08-31
4765,24152,FedEx,20,2023-03-06,2023-03-13
4766,16444,UPS,42,2023-07-25,2023-07-29
4767,8219,FedEx,8,2023-08-31,2023-09-06
4768,29225,DHL,33,2023-05-10,2023-05-20
4769,4817,FedEx,38,2023-12-27,2024-01-05
4770,28318,DHL,16,2023-08-29,2023-09-04
4771,12803,BlueDart,41,2023-09-12,2023-09-20
4772,385,BlueDart,26,2023-03-22,2023-03-27
4773,27657,BlueDart,21,2023-10-18,2023-10-27
4774,40788,BlueDart,15,2023-12-04,2023-12-07
4775,24738,UPS,5,2023-12-27,2024-01-03
4776,43125,UPS,9,2023-06-27,2023-07-03
4777,35611,UPS,10,2023-12-27,2024-01-02
4778,30530,UPS,21,2023-04-16,2023-04-18
4779,19381,DHL,20,2023-10-05,2023-10-14
4780,1587,FedEx,10,2023-08-10,2023-08-15
4781,32908,FedEx,6,2023-02-27,2023-03-02
4782,12853,FedEx,5,2023-03-23,2023-03-29
4783,25621,DHL,31,2023-08-16,2023-08-24
4784,13,FedEx,38,2023-04-24,2023-04-28
4785,22105,UPS,25,2023-03-07,2023-03-13
4786,30784,DHL,27,2023-06-07,2023-06-12
4787,41430,FedEx,35,2023-04-21,2023-04-30
4788,45707,DHL,15,2023-09-24,2023-10-02
4789,18230,DHL,11,2023-10-03,2023-10-06
4790,28354,BlueDart,11,2023-08-25,2023-08-31
4791,23729,BlueDart,21,2023-08-12,2023-08-14
4792,13128,FedEx,23,2023-12-25,2023-12-28
4793,34197,DHL,5,2023-11-28,2023-12-05
4794,4345,DHL,42,2023-08-17,2023-08-23
4795,11915,FedEx,24,2023-04-07,2023-04-13
4796,35372,BlueDart,20,2023-03-28,2023-04-07
4797,12402,BlueDart,10,2023-06-20,2023-06-28
4798,39996,UPS,21,2023-11-13,2023-11-16
4799,20582,DHL,25,2023-09-16,2023-09-22
4800,26998,FedEx,43,2023-10-27,2023-10-29
4801,11931,BlueDart,27,2023-06-28,2023-07-03
4802,34976,DHL,43,2023-04-03,2023-04-10
4803,40226,DHL,26,2023-03-03,2023-03-08
4804,686,DHL,29,2023-11-19,2023-11-27
4805,25187,UPS,22,2023-01-16,2023-01-20
4806,48776,UPS,26,2023-09-04,2023-09-08
4807,49878,BlueDart,25,2023-07-14,2023-07-18
4808,45371,FedEx,16,2023-10-20,2023-10-24
4809,38585,UPS,9,2023-07-03,2023-07-07
4810,1140,BlueDart,6,2023-08-24,2023-08-28
4811,11128,DHL,32,2023-11-01,2023-11-04
4812,46229,DHL,40,2023-12-08,2023-12-10
4813,2498,DHL,48,2023-12-01,2023-12-06
4814,6340,FedEx,21,2023-07-11,2023-07-17
4815,29027,UPS,6,2023-02-08,2023-02-13
4816,20469,UPS,36,2023-05-30,2023-06-03
4817,16033,UPS,25,2023-04-17,2023-04-21
4818,22818,FedEx,33,2023-05-15,2023-05-23
4819,37361,FedEx,36,2023-04-17,2023-04-20
4820,3439,BlueDart,11,2023-04-01,2023-04-10
4821,18447,DHL,29,2023-07-21,2023-07-29
4822,23517,UPS,31,2023-12-23,2024-01-02
4823,36027,BlueDart,41,2023-07-13,2023-07-16
4824,37683,FedEx,26,2023-03-08,2023-03-10
4825,30452,UPS,21,2023-08-18,2023-08-21
4826,2987,UPS,29,2023-12-10,2023-12-18
4827,35361,DHL,39,2023-05-18,2023-05-27
4828,22017,BlueDart,42,2023-03-03,2023-03-05
4829,41863,UPS,19,2023-04-16,2023-04-25
4830,34490,UPS,9,2023-07-10,2023-07-15
4831,45687,FedEx,47,2023-10-17,2023-10-23
4832,48532,FedEx,8,2023-12-08,2023-12-14
4833,22706,DHL,26,2023-10-02,2023-10-09
4834,43551,DHL,24,2023-06-06,2023-06-13
4835,30778,UPS,30,2023-09-02,2023-09-04
4836,41762,FedEx,24,2023-01-31,2023-02-09
4837,8796,FedEx,43,2023-09-09,2023-09-19
4838,33920,BlueDart,12,2023-10-18,2023-10-22
4839,32995,DHL,11,2023-09-13,2023-09-22
4840,43823,UPS,15,2023-01-29,2023-02-03
4841,16580,FedEx,36,2023-01-09,2023-01-11
4842,13225,BlueDart,7,2023-01-26,2023-01-28
4843,18581,DHL,40,2023-06-02,2023-06-10
4844,6187,DHL,34,2023-01-28,2023-02-03
4845,13505,BlueDart,41,2023-03-25,2023-04-04
4846,47153,BlueDart,45,2023-08-29,2023-09-02
4847,18297,FedEx,19,2023-10-22,2023-10-27
4848,46043,UPS,45,2023-07-22,2023-07-27
4849,14409,FedEx,28,2023-02-14,2023-02-23
4850,41327,BlueDart,41,2023-06-27,2023-07-01
4851,31673,DHL,49,2023-10-25,2023-10-30
4852,27418,DHL,37,2023-01-04,2023-01-11
4853,25404,DHL,15,2023-01-28,2023-02-04
4854,32127,DHL,33,2023-02-20,2023-03-01
4855,29836,FedEx,7,2023-11-17,2023-11-21
4856,8265,FedEx,26,2023-03-25,2023-03-30
4857,42385,UPS,46,2023-06-12,2023-06-14
4858,35796,UPS,44,2023-05-04,2023-05-14
4859,49391,BlueDart,32,2023-06-27,2023-06-30
4860,32770,UPS,36,2023-03-28,2023-04-04
4861,22799,UPS,34,2023-05-12,2023-05-20
4862,19967,BlueDart,39,2023-08-14,2023-08-23
4863,6443,BlueDart,39,2023-07-05,2023-07-11
4864,20483,FedEx,49,2023-04-07,2023-04-15
4865,42481,DHL,9,2023-05-28,2023-06-07
4866,35194,BlueDart,39,2023-05-01,2023-05-11
4867,10577,FedEx,23,2023-05-04,2023-05-14
4868,5952,BlueDart,13,2023-12-21,2023-12-30
4869,6857,FedEx,42,2023-03-16,2023-03-18
4870,39842,UPS,48,2023-09-23,2023-09-28
4871,13127,FedEx,16,2023-09-22,2023-10-02
4872,42587,FedEx,15,2023-03-04,2023-03-14
4873,27696,DHL,32,2023-02-13,2023-02-18
4874,41382,UPS,14,2023-05-09,2023-05-13
4875,21816,FedEx,10,2023-01-21,2023-01-26
4876,5107,BlueDart,37,2023-04-01,2023-04-07
4877,33610,DHL,15,2023-09-03,2023-09-07
4878,14645,UPS,21,2023-11-16,2023-11-21
4879,49057,BlueDart,27,2023-01-05,2023-01-10
4880,31046,FedEx,29,2023-06-01,2023-06-05
4881,8868,UPS,12,2023-03-12,2023-03-22
4882,12809,FedEx,7,2023-01-08,2023-01-16
4883,9455,UPS,6,2023-06-29,2023-07-01
4884,28358,DHL,11,2023-01-06,2023-01-16
4885,21816,DHL,38,2023-05-19,2023-05-25
4886,19166,DHL,39,2023-07-08,2023-07-17
4887,29098,UPS,23,2023-03-18,2023-03-26
4888,41394,UPS,8,2023-06-03,2023-06-10
4889,26104,BlueDart,20,2023-01-17,2023-01-19
4890,20441,UPS,8,2023-08-02,2023-08-11
4891,23050,DHL,17,2023-02-27,2023-03-04
4892,12649,DHL,45,2023-06-04,2023-06-11
4893,42397,BlueDart,17,2023-06-15,2023-06-22
4894,18780,BlueDart,28,2023-09-08,2023-09-14
4895,22866,FedEx,37,2023-08-17,2023-08-25
4896,33459,FedEx,27,2023-10-24,2023-10-27
4897,802,DHL,24,2023-02-15,2023-02-17
4898,45501,BlueDart,28,2023-01-08,2023-01-13
4899,46497,UPS,30,2023-07-07,2023-07-14
4900,31326,UPS,31,2023-06-02,2023-06-05
4901,31324,DHL,12,2023-11-06,2023-11-13
4902,30174,FedEx,18,2023-01-22,2023-01-31
4903,41506,DHL,16,2023-01-27,2023-02-02
4904,28331,DHL,12,2023-11-30,2023-12-05
4905,10333,BlueDart,29,2023-04-02,2023-04-07
4906,36336,BlueDart,31,2023-02-20,2023-02-23
4907,45240,FedEx,41,2023-11-22,2023-12-01
4908,46628,FedEx,5,2023-05-18,2023-05-24
4909,33949,BlueDart,6,2023-01-05,2023-01-14
4910,26419,BlueDart,46,2023-10-20,2023-10-27
4911,4180,DHL,50,2023-03-06,2023-03-08
4912,2175,FedEx,22,2023-10-27,2023-11-04
4913,22556,UPS,19,2023-12-16,2023-12-19
4914,29568,UPS,13,2023-10-01,2023-10-07
4915,18829,FedEx,15,2023-09-28,2023-10-07
4916,2164,BlueDart,16,2023-11-17,2023-11-21
4917,21257,DHL,39,2023-04-04,2023-04-13
4918,20508,BlueDart,31,2023-10-15,2023-10-25
4919,16203,DHL,16,2023-09-05,2023-09-14
4920,30747,FedEx,48,2023-04-04,2023-04-07
4921,9111,DHL,27,2023-09-13,2023-09-16
4922,15212,UPS,20,2023-02-24,2023-02-27
4923,18084,UPS,36,2023-06-03,2023-06-07
4924,2229,DHL,39,2023-05-12,2023-05-20
4925,9922,FedEx,32,2023-04-26,2023-04-28
4926,28703,DHL,39,2023-04-19,2023-04-29
4927,43224,FedEx,7,2023-05-12,2023-05-20
4928,36201,FedEx,34,2023-11-12,2023-11-19
4929,27450,BlueDart,38,2023-06-02,2023-06-08
4930,23590,FedEx,47,2023-07-24,2023-07-30
4931,14910,BlueDart,11,2023-07-27,2023-08-04
4932,16377,UPS,36,2023-09-04,2023-09-13
4933,10598,DHL,33,2023-09-05,2023-09-13
4934,28585,DHL,35,2023-08-18,2023-08-22
4935,37117,FedEx,37,2023-06-05,2023-06-07
4936,741,BlueDart,29,2023-04-07,2023-04-16
4937,44728,FedEx,9,2023-11-19,2023-11-29
4938,10548,FedEx,21,2023-01-21,2023-01-26
4939,42672,DHL,26,2023-03-02,2023-03-09
4940,5383,FedEx,35,2023-02-12,2023-02-22
4941,8104,FedEx,25,2023-09-10,2023-09-14
4942,26743,FedEx,40,2023-08-17,2023-08-27
4943,16173,BlueDart,5,2023-07-06,2023-07-12
4944,42083,BlueDart,32,2023-07-11,2023-07-17
4945,48071,UPS,41,2023-06-01,2023-06-08
4946,48608,BlueDart,30,2023-04-19,2023-04-22
4947,12364,UPS,8,2023-01-30,2023-02-01
4948,28169,BlueDart,32,2023-10-07,2023-10-10
4949,35416,DHL,18,2023-10-06,2023-10-13
4950,2431,UPS,40,2023-12-07,2023-12-10
4951,19061,FedEx,18,2023-09-07,2023-09-17
4952,49490,UPS,33,2023-07-20,2023-07-28
4953,46756,FedEx,22,2023-07-11,2023-07-20
4954,2183,FedEx,28,2023-08-02,2023-08-04
4955,11515,FedEx,14,2023-06-06,2023-06-09
4956,34332,BlueDart,25,2023-10-18,2023-10-20
4957,36748,UPS,20,2023-11-06,2023-11-16
4958,10625,FedEx,9,2023-04-26,2023-05-06
4959,22856,FedEx,24,2023-10-16,2023-10-23
4960,34813,DHL,38,2023-03-03,2023-03-05
4961,26508,UPS,29,2023-06-24,2023-07-04
4962,37726,FedEx,46,2023-06-17,2023-06-23
4963,2565,UPS,31,2023-10-21,2023-10-29
4964,6264,DHL,36,2023-12-30,2024-01-07
4965,11221,DHL,27,2023-04-30,2023-05-05
4966,26503,BlueDart,33,2023-11-25,2023-12-02
4967,45695,DHL,5,2023-04-20,2023-04-29
4968,4716,DHL,24,2023-11-06,2023-11-14
4969,22362,FedEx,5,2023-02-28,2023-03-10
4970,43981,FedEx,44,2023-03-04,2023-03-11
4971,34222,BlueDart,35,2023-07-08,2023-07-13
4972,18006,FedEx,48,2023-03-29,2023-04-01
4973,7599,UPS,49,2023-07-08,2023-07-11
4974,22236,FedEx,30,2023-12-27,2024-01-01
4975,41886,BlueDart,35,2023-08-14,2023-08-24
4976,40691,UPS,9,2023-04-02,2023-04-07
4977,29099,BlueDart,8,2023-09-22,2023-09-25
4978,23664,BlueDart,20,2023-04-09,2023-04-11
4979,15081,DHL,25,2023-09-09,2023-09-13
4980,9786,BlueDart,12,2023-04-15,2023-04-22
4981,24086,UPS,28,2023-05-27,2023-06-05
4982,15771,BlueDart,28,2023-03-07,2023-03-11
4983,49685,UPS,43,2023-10-25,2023-10-31
4984,11774,FedEx,21,2023-08-23,2023-08-28
4985,13006,DHL,5,2023-06-13,2023-06-19
4986,39134,DHL,19,2023-10-07,2023-10-15
4987,45774,UPS,42,2023-06-06,2023-06-12
4988,8563,BlueDart,5,2023-03-03,2023-03-06
4989,14336,FedEx,11,2023-01-30,2023-02-01
4990,17241,BlueDart,36,2023-04-23,2023-04-25
4991,16197,FedEx,47,2023-12-23,2023-12-26
4992,26744,UPS,39,2023-06-21,2023-06-27
4993,21783,FedEx,17,2023-12-21,2023-12-25
4994,4737,DHL,18,2023-05-13,2023-05-23
4995,35024,UPS,46,2023-11-08,2023-11-12
4996,23204,FedEx,21,2023-09-16,2023-09-26
4997,4048,DHL,46,2023-03-07,2023-03-09
4998,14180,FedEx,47,2023-10-06,2023-10-15
4999,662,DHL,38,2023-06-04,2023-06-14
5000,8907,FedEx,10,2023-08-07,2023-08-11
5001,31573,UPS,44,2023-01-27,2023-02-03
5002,41294,DHL,15,2023-08-13,2023-08-17
5003,45861,FedEx,41,2023-02-14,2023-02-18
5004,396,UPS,38,2023-08-09,2023-08-17
5005,35074,FedEx,21,2023-07-07,2023-07-15
5006,37552,UPS,37,2023-01-05,2023-01-12
5007,19558,DHL,13,2023-09-01,2023-09-11
5008,19859,BlueDart,31,2023-05-08,2023-05-10
5009,37948,BlueDart,43,2023-02-14,2023-02-24
5010,27443,DHL,26,2023-01-21,2023-01-31
5011,30119,UPS,18,2023-02-24,2023-02-26
5012,15855,BlueDart,49,2023-12-30,2024-01-05
5013,2398,DHL,39,2023-12-23,2023-12-29
5014,17098,DHL,9,2023-12-31,2024-01-06
5015,49886,FedEx,15,2023-03-02,2023-03-06
5016,7149,UPS,50,2023-10-25,2023-10-29
5017,17264,DHL,5,2023-04-09,2023-04-15
5018,44295,FedEx,19,2023-08-20,2023-08-27
5019,41976,BlueDart,23,2023-10-17,2023-10-27
5020,27322,BlueDart,8,2023-03-06,2023-03-13
5021,31005,BlueDart,33,2023-09-23,2023-09-25
5022,38215,UPS,48,2023-06-12,2023-06-16
5023,48589,FedEx,32,2023-07-15,2023-07-18
5024,35484,UPS,17,2023-07-23,2023-07-28
5025,12376,UPS,45,2023-08-17,2023-08-22
5026,18093,DHL,39,2023-06-14,2023-06-20
5027,25791,FedEx,50,2023-07-23,2023-07-31
5028,33535,DHL,13,2023-01-13,2023-01-17
5029,34779,FedEx,13,2023-02-22,2023-02-27
5030,31266,FedEx,34,2023-08-16,2023-08-23
5031,31389,BlueDart,16,2023-07-27,2023-08-02
5032,25802,FedEx,14,2023-03-05,2023-03-15
5033,41428,BlueDart,30,2023-01-28,2023-02-06
5034,1126,UPS,6,2023-11-14,2023-11-20
5035,36743,FedEx,12,2023-05-16,2023-05-24
5036,32582,BlueDart,26,2023-10-08,2023-10-13
5037,45281,UPS,16,2023-12-31,2024-01-08
5038,22001,BlueDart,8,2023-01-17,2023-01-23
5039,13040,UPS,40,2023-04-20,2023-04-22
5040,1405,DHL,43,2023-05-17,2023-05-23
5041,1559,UPS,19,2023-01-02,2023-01-08
5042,24499,DHL,23,2023-03-17,2023-03-20
5043,14393,BlueDart,48,2023-07-01,2023-07-09
5044,37265,UPS,13,2023-12-07,2023-12-14
5045,961,DHL,12,2023-08-10,2023-08-16
5046,42581,BlueDart,49,2023-08-05,2023-08-12
5047,10053,UPS,46,2023-01-03,2023-01-09
5048,43208,UPS,28,2023-09-17,2023-09-27
5049,3623,UPS,10,2023-05-03,2023-05-12
5050,39382,UPS,28,2023-08-11,2023-08-14
5051,44963,UPS,7,2023-08-21,2023-08-29
5052,30196,FedEx,33,2023-10-02,2023-10-07
5053,9024,BlueDart,50,2023-12-27,2024-01-05
5054,24386,DHL,5,2023-06-08,2023-06-16
5055,13814,DHL,48,2023-03-25,2023-04-01
5056,43200,DHL,14,2023-07-16,2023-07-19
5057,20549,DHL,33,2023-11-06,2023-11-09
5058,33589,FedEx,19,2023-12-14,2023-12-17
5059,31655,DHL,20,2023-09-01,2023-09-03
5060,26539,UPS,17,2023-01-02,2023-01-12
5061,41712,DHL,8,2023-01-07,2023-01-11
5062,44941,UPS,37,2023-07-07,2023-07-15
5063,19556,BlueDart,6,2023-10-22,2023-10-26
5064,7941,UPS,27,2023-01-13,2023-01-20
5065,42319,FedEx,35,2023-10-12,2023-10-15
5066,37295,FedEx,41,2023-07-24,2023-08-02
5067,26207,UPS,41,2023-02-10,2023-02-20
5068,29050,BlueDart,38,2023-01-12,2023-01-21
5069,17672,FedEx,13,2023-03-29,2023-04-07
5070,6324,BlueDart,49,2023-07-12,2023-07-20
5071,9030,FedEx,31,2023-07-29,2023-08-07
5072,30668,DHL,34,2023-04-17,2023-04-27
5073,13017,BlueDart,23,2023-12-28,2024-01-02
5074,20565,DHL,34,2023-12-24,2023-12-27
5075,12269,FedEx,16,2023-06-24,2023-07-04
5076,21190,FedEx,19,2023-08-17,2023-08-24
5077,17408,FedEx,50,2023-08-24,2023-08-31
5078,47960,UPS,16,2023-06-20,2023-06-27
5079,168,UPS,32,2023-03-10,2023-03-14
5080,2048,UPS,33,2023-11-15,2023-11-22
5081,27449,DHL,27,2023-01-02,2023-01-12
5082,11596,BlueDart,13,2023-11-28,2023-12-07
5083,14833,BlueDart,24,2023-03-16,2023-03-23
5084,30817,FedEx,5,2023-06-08,2023-06-14
5085,15907,BlueDart,29,2023-10-19,2023-10-28
5086,5513,DHL,24,2023-05-18,2023-05-26
5087,39474,UPS,26,2023-11-21,2023-11-27
5088,7321,FedEx,48,2023-10-20,2023-10-24
5089,31951,FedEx,19,2023-06-26,2023-07-06
5090,47623,UPS,43,2023-05-15,2023-05-25
5091,34798,FedEx,33,2023-10-26,2023-11-05
5092,21430,BlueDart,37,2023-03-08,2023-03-13
5093,39805,FedEx,34,2023-07-03,2023-07-08
5094,43496,FedEx,21,2023-05-17,2023-05-19
5095,29601,DHL,28,2023-12-15,2023-12-22
5096,21331,DHL,32,2023-08-02,2023-08-06
5097,8155,FedEx,27,2023-11-02,2023-11-07
5098,14959,UPS,37,2023-05-14,2023-05-22
5099,6387,DHL,11,2023-03-22,2023-03-28
5100,48682,FedEx,5,2023-04-10,2023-04-12
5101,19046,BlueDart,26,2023-06-09,2023-06-14
5102,40669,DHL,27,2023-01-20,2023-01-26
5103,30900,UPS,17,2023-04-04,2023-04-11
5104,27210,UPS,30,2023-03-21,2023-03-27
5105,44903,UPS,29,2023-11-23,2023-11-29
5106,19228,UPS,20,2023-04-22,2023-04-25
5107,21492,UPS,9,2023-11-18,2023-11-26
5108,15294,FedEx,46,2023-06-27,2023-07-03
5109,25373,BlueDart,19,2023-03-10,2023-03-19
5110,28188,DHL,8,2023-07-16,2023-07-18
5111,13608,FedEx,38,2023-11-11,2023-11-13
5112,31634,UPS,6,2023-07-30,2023-08-08
5113,25395,UPS,19,2023-02-22,2023-02-27
5114,36992,UPS,23,2023-06-11,2023-06-19
5115,44475,BlueDart,7,2023-04-26,2023-05-02
5116,3484,FedEx,30,2023-08-25,2023-09-04
5117,42534,FedEx,7,2023-08-19,2023-08-26
5118,26679,BlueDart,20,2023-12-20,2023-12-25
5119,23699,FedEx,14,2023-09-08,2023-09-12
5120,29372,DHL,12,2023-12-27,2024-01-01
5121,13039,FedEx,6,2023-10-09,2023-10-16
5122,21789,BlueDart,8,2023-12-04,2023-12-11
5123,31000,DHL,7,2023-12-19,2023-12-25
5124,8237,UPS,45,2023-03-04,2023-03-12
5125,49395,FedEx,32,2023-07-06,2023-07-16
5126,49389,BlueDart,16,2023-11-24,2023-12-03
5127,41000,UPS,31,2023-05-09,2023-05-12
5128,47920,UPS,46,2023-12-12,2023-12-19
5129,14494,UPS,35,2023-01-21,2023-01-25
5130,10893,UPS,45,2023-01-27,2023-01-31
5131,46056,UPS,20,2023-03-14,2023-03-24
5132,27406,FedEx,38,2023-09-22,2023-09-30
5133,36371,UPS,33,2023-08-04,2023-08-09
5134,20641,UPS,48,2023-07-04,2023-07-08
5135,10362,FedEx,23,2023-12-12,2023-12-16
5136,31952,BlueDart,17,2023-09-21,2023-09-27
5137,32948,DHL,29,2023-09-16,2023-09-25
5138,33437,DHL,36,2023-11-30,2023-12-05
5139,10032,BlueDart,47,2023-05-28,2023-06-07
5140,48611,DHL,18,2023-11-11,2023-11-14
5141,31095,UPS,28,2023-03-20,2023-03-30
5142,16218,DHL,32,2023-03-03,2023-03-08
5143,14391,BlueDart,15,2023-06-13,2023-06-18
5144,27537,FedEx,23,2023-09-30,2023-10-10
5145,45670,BlueDart,30,2023-06-28,2023-07-04
5146,8235,DHL,39,2023-03-23,2023-04-01
5147,26682,UPS,20,2023-05-30,2023-06-04
5148,26082,BlueDart,36,2023-11-27,2023-12-07
5149,675,UPS,48,2023-02-18,2023-02-28
5150,3467,FedEx,8,2023-04-16,2023-04-20
5151,18520,UPS,32,2023-02-20,2023-02-24
5152,41910,DHL,34,2023-09-03,2023-09-08
5153,16897,DHL,17,2023-11-03,2023-11-13
5154,47298,UPS,9,2023-06-01,2023-06-10
5155,44256,FedEx,31,2023-06-05,2023-06-14
5156,43549,FedEx,40,2023-01-31,2023-02-09
5157,9802,DHL,17,2023-04-23,2023-05-02
5158,20990,DHL,16,2023-11-26,2023-12-04
5159,10976,DHL,36,2023-07-26,2023-07-31
5160,16092,DHL,27,2023-02-19,2023-02-28
5161,4433,UPS,5,2023-12-19,2023-12-22
5162,39536,DHL,23,2023-02-10,2023-02-14
5163,26116,UPS,24,2023-02-20,2023-02-27
5164,36507,UPS,38,2023-09-03,2023-09-10
5165,21848,FedEx,43,2023-07-06,2023-07-15
5166,32751,FedEx,6,2023-06-23,2023-06-27
5167,9257,FedEx,42,2023-06-09,2023-06-15
5168,15004,FedEx,19,2023-05-02,2023-05-08
5169,7925,DHL,8,2023-02-11,2023-02-18
5170,45832,FedEx,40,2023-03-11,2023-03-19
5171,2865,DHL,9,2023-04-15,2023-04-23
5172,18297,BlueDart,43,2023-09-20,2023-09-24
5173,42437,FedEx,35,2023-10-20,2023-10-27
5174,35735,DHL,34,2023-03-14,2023-03-18
5175,24880,DHL,50,2023-02-18,2023-02-24
5176,14694,FedEx,48,2023-12-10,2023-12-18
5177,6724,DHL,15,2023-12-10,2023-12-18
5178,42686,DHL,23,2023-03-25,2023-04-02
5179,18193,UPS,39,2023-05-22,2023-05-29
5180,48296,DHL,44,2023-11-13,2023-11-22
5181,49947,UPS,33,2023-10-12,2023-10-19
5182,23933,BlueDart,36,2023-07-12,2023-07-21
5183,35779,DHL,44,2023-11-03,2023-11-13
5184,33513,UPS,49,2023-08-27,2023-08-30
5185,12225,UPS,10,2023-05-26,2023-05-28
5186,42240,UPS,10,2023-10-05,2023-10-11
